S. No.,LR No.,LR Date  ,Vehicle Size,Bill To,From Location,To Location,Revenue,TML Invoice No-,TML Invoice Date,Transporter Name,Transport Charges
1444,26975,2022-08-20,Champion,Ariston_Rithala,Rithala,Shakarpur,1450.0,"0282, 0283",2022-08-27 00:00:00,Sant kumar,1100.0
1445,26976,2022-08-20,Champion,Ariston_Rithala,Rithala,Shakarpur,1450.0,"0308, 0309",2022-08-31 00:00:00,Rama Tpt.,1100.0
1446,26977,2022-08-20,Champion,Ariston_Rithala,Rithala,Shakarpur,1450.0,"0308, 0309",2022-08-31 00:00:00,Sunny Tempo,1100.0
1447,26978,2022-08-20,14FT,Ariston_Rithala,Rithala,Jagat Puri,3500.0,"0282, 0283",2022-08-27 00:00:00,Arun Tempo,2700.0
1448,26979,2022-08-22,Tata Ace,Ariston_Rithala,Rithala,Shakarpur,1550.0,"0308, 0309",2022-08-31 00:00:00,Arun Tempo,1100.0
1449,26980,2022-08-22,Champion,Ariston_Rithala,Rithala,Shakarpur,1450.0,"0308, 0309",2022-08-31 00:00:00,Sant kumar,1100.0
1450,26981,2022-08-22,407,Ariston_Rithala,Rithala,Mandoli,2950.0,"0308, 0309",2022-08-31 00:00:00,Jai Shree Durga,2000.0
1451,26982,2022-08-22,Champion,Ariston_Rithala,Rithala,Ashram,1450.0,,,Sunny Tempo,1100.0
1452,26983,2022-08-22,Champion,Ariston_Rithala,Rithala,Chhatarpur,1450.0,"0308, 0309",2022-08-31 00:00:00,Sunny Tempo,1100.0
1453,26984,2022-08-23,19FT,Ariston_Rithala,Rithala,Jaipur,12900.0,"0308, 0309",2022-08-31 00:00:00,Jai Kaidar,11500.0
1454,26985,2022-08-23,Tata Ace,Ariston_Rithala,Rithala,Chhatarpur,1550.0,"0308, 0309",2022-08-31 00:00:00,Arun Tempo,1100.0
1455,26986,2022-08-23,Tata Ace,Ariston_Rithala,Rithala,Alipur,1550.0,"0308, 0309",2022-08-31 00:00:00,Sunny Tempo,1100.0
1456,26987,2022-08-23,Champion,Ariston_Rithala,Rithala,Gurgaon,2900.0,,,Sant kumar,1100.0
1457,26988,2022-08-23,14FT,Ariston_Rithala,Rithala,Ambala,9500.0,"0308, 0309",2022-08-31 00:00:00,Jai Shree Durga,7000.0
1458,26989,2022-08-23,14FT,Ariston_Rithala,Rithala,Ambala,1000.0,"0308, 0309",2022-08-31 00:00:00,Jai Shree Durga,1000.0
1459,26990,2022-08-23,Champion,Ariston_Rithala,Rithala,Chhatarpur,1450.0,"0308, 0309",2022-08-31 00:00:00,Sunny Tempo,1100.0
1460,26991,2002-08-24,M. Pick up,Ariston_Rithala,Rithala,Okhla ,2400.0,"0308, 0309",2022-08-31 00:00:00,Jai Shree Durga,1500.0
1461,26992,2002-08-24,Champion,Ariston_Rithala,Rithala,Ashok Vihar,1450.0,,,Sant kumar,1100.0
1462,26993,2002-08-24,14FT,Ariston_Rithala,Rithala,Gurgaon,4800.0,"0310, 0311",2022-08-31 00:00:00,Mainpal Tempo,3500.0
1463,26994,2002-08-24,19FT,Ariston_Rithala,Rithala,Ambala,11150.0,"0310, 0311",2022-08-31 00:00:00,Jai Kaidar,9000.0
1464,26995,2002-08-24,Champion,Ariston_Rithala,Rithala,Chhatarpur,1450.0,"0310, 0311",2022-08-31 00:00:00,Sunny Tempo,1100.0
1465,26996,2002-08-24,14FT,Ariston_Rithala,Rithala,Agra,13000.0,"0310, 0311",2022-08-31 00:00:00,Jai Kaidar,8000.0
1466,26997,2022-08-25,407,Ariston_Rithala,Rithala,Gurgaon,4400.0,"0310, 0311",2022-08-31 00:00:00,Jai Shree Durga,3000.0
1467,26998,2022-08-25,407,Ariston_Rithala,Rithala,Ghaziabad,4500.0,"0310, 0311",2022-08-31 00:00:00,Jai Shree Durga,3000.0
1468,26999,2022-08-25,Champion,Ariston_Rithala,Rithala,Shakarpur,1450.0,"0310, 0311",2022-08-31 00:00:00,Rama Tpt.,1100.0
1469,27000,2022-08-25,Champion,Ariston_Rithala,Rithala,Shakarpur,1450.0,"0310, 0311",2022-08-31 00:00:00,Sant kumar,1100.0
1470,27001,2022-08-25,14FT,Ariston_Rithala,Rithala,Sunder Nagar,22000.0,,,New Haryana Roadways,19000.0
1471,27002,2022-08-25,19FT,Ariston_Rithala,Rithala,Jaipur,12900.0,,,Radhey krishan logistics,11500.0
1472,25969,2022-08-05,32FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,12299.0,296,2022-08-31 00:00:00,Delhi Jaipur Tpt.,11500.0
1473,25970,2022-08-05,32FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,12299.0,,,Delhi Jaipur Tpt.,11500.0
1474,25971,2022-08-05,32FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,12299.0,296,2022-08-31 00:00:00,Delhi Jaipur Tpt.,
1475,26252,2022-08-17,32FT,V-Guard JC International,Barota,Farrukh Nagar,12799.0,296,2022-08-31 00:00:00,Delhi Jaipur Tpt.,11500.0
1476,26253,2022-08-17,32FT,V-Guard JC International,Barota,Farrukh Nagar,12799.0,296,2022-08-31 00:00:00,Delhi Jaipur Tpt.,11500.0
1477,26254,2022-08-17,32FT,V-Guard JC International,Barota,Farrukh Nagar,12799.0,,,Delhi Jaipur Tpt.,11500.0
1478,26255,2022-08-25,32FT,V-Guard JC International,Barota,Farrukh Nagar,12799.0,,,Delhi Jaipur Tpt.,11500.0
1479,26256,2022-08-25,32FFT,JC International,Barota,Farrukh Nagar,12799.0,,,Mohan Vendor,34000.0
1480,22079,2022-08-08,19/20FT,VG_Kundli_Anil Eng.,Kundli,Farrukh Nagar,8198.0,,,Radhey krishna logistics,6800.0
1481,22080,2022-08-16,19/20FT,VG_Kundli_Anil Eng.,Kundli,Farrukh Nagar,8198.0,,,Radhey krishna logistics,6800.0
1482,22081,2022-08-19,19/20FT,VG_Kundli_Anil Eng.,Kundli,Farrukh Nagar,8198.0,,,Radhey krishna logistics,6800.0
1483,22082,2022-08-23,19/20FT,VG_Kundli_Anil Eng.,Kundli,Farrukh Nagar,8198.0,,,Radhey krishna logistics,6800.0
1484,24892,2022-08-02,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8198.0,,,Radhey krishna logistics,6800.0
1485,24893,2022-08-06,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8198.0,,,Radhey krishna logistics,6800.0
1486,24894,2022-08-08,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8198.0,,,Radhey krishna logistics,6800.0
1487,24895,2022-08-16,32FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,12799.0,296,2022-08-31 00:00:00,Delhi Jaipur Tpt.,11500.0
1488,24896,2022-08-17,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8198.0,,,Radhey krishna logistics,6800.0
1489,24897,2022-08-19,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8198.0,,,Radhey krishna logistics,6800.0
1490,24898,2022-08-19,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8198.0,,,Radhey krishna logistics,6800.0
1491,24899,2022-08-21,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8198.0,296,2022-08-31 00:00:00,Delhi Jaipur Tpt.,6800.0
1492,24900,2022-08-22,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8198.0,,,Radhey krishna logistics,6800.0
1493,26201,2022-08-23,19/20FT,V-Guard-Kundli_Super LPG,Kundli,Farrukh Nagar,8198.0,,,Radhey krishna logistics,6800.0
1494,26901,2022-08-06,Champion,Avon_Beauty,Rithala ,Faridabad,2800.0,,,Sunny Tempo,2200.0
1495,26902,2022-08-23,Champion,Avon_Beauty,Rithala ,Badarpur,1700.0,,,Arun Tempo,1100.0
1496,26903,2022-08-23,19FT,Avon_Beauty,Rithala ,Kolkata,60000.0,,,Mohan Vendoe,51500.0
1497,26601,2022-08-26,19FT,Ronch Polymers Pvt. Ltd.,Kala amb,Pune,52000.0,284,2022-08-29 00:00:00,Rudraksh Logistics,45000.0
1498,22697,2022-08-20,32 FT,VG_KA-YN-Harid-Roorkee,Barwala,Farrukhnagar,15600.0,286,2022-08-29 00:00:00,,
1499,25614,2022-08-30,22 ft 10Ton,Honeywell Automation (I) Ltd.,Jalandhar,Gurgaon,22551.0,299,2022-08-31 00:00:00,Tera Tera (13-13) Transport Co.,17000.0
1500,25610,2022-08-16,25 MT,Ganesha Ecosphere,Warangal,Bilaspur,97000.0,,,THOTA SANTHOSH,88000.0
1501,25536,2022-08-18,19 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,10499.0,,,VINAYAK ROADLINES,9400.0
1502,26557,2022-08-19,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,13499.0,,,NRC TRANSPORT CO-,12000.0
1503,24041,2022-08-19,19 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,10499.0,,,NEW AMBALA HARYANA ROADLINES,9400.0
1504,26558,2022-08-20,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,13499.0,,,NRC TRANSPORT CO-,12000.0
1505,24042,2022-08-20,19 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,10499.0,,,NEW AMBALA HARYANA ROADLINES,9400.0
1506,25537,2022-08-20,19 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,10499.0,,,NEW AMBALA HARYANA ROADLINES,9400.0
1507,24234,2022-08-20,19 FT,VG_KA-YN-Harid-Roorkee,HARIDAWAR,FARRUKHNAGAR,7999.0,294,2022-08-31 00:00:00,BABA BANKA ROADLINES,7400.0
1508,24235,2022-08-20,19 FT,VG_KA-YN-Harid-Roorkee,HARIDAWAR,FARRUKHNAGAR,7999.0,294,2022-08-31 00:00:00,BABA BANKA ROADLINES,7400.0
1509,26559,2022-08-22,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,13499.0,,,NRC TRANSPORT CO-,12000.0
1510,24236,2022-08-22,19 FT,VG_KA-YN-Harid-Roorkee,HARIDAWAR,FARRUKHNAGAR,7999.0,294,2022-08-31 00:00:00,BABA BANKA ROADLINES,7400.0
1511,26560,2022-08-23,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,13499.0,,,VINAYAK ROADLINES,12000.0
1512,23009,2022-08-23,19 FT,VG_KA-YN-Harid-Roorkee,ROORKEE,FARRUKHNAGAR,7999.0,294,2022-08-31 00:00:00,BABA BANKA ROADLINES,7400.0
1513,24043,2022-08-23,19 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,10499.0,,,NEW AMBALA HARYANA ROADLINES,9400.0
1514,26561,2022-08-23,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,13499.0,,,NRC TRANSPORT CO-,12000.0
1515,24239,2022-08-24,19 FT,VG_KA-YN-Harid-Roorkee,HARIDAWAR,FARRUKHNAGAR,7999.0,294,2022-08-31 00:00:00,HIND CARGO,7400.0
1516,24240,2022-08-25,19 FT,VG_KA-YN-Harid-Roorkee,HARIDAWAR,FARRUKHNAGAR,7999.0,294,2022-08-31 00:00:00,BABA BANKA ROADLINES,7400.0
1517,26562,2022-08-26,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,13499.0,,,VINAYAK ROADLINES,12000.0
1518,26563,2022-08-27,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,13499.0,,,NRC TRANSPORT CO-,12000.0
1519,26564,2022-08-27,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,13499.0,,,NRC TRANSPORT CO-,12000.0
1520,26565,2022-08-29,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,13499.0,,,VINAYAK ROADLINES,12000.0
1521,26566,2022-08-30,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,13499.0,,,NRC TRANSPORT CO-(Goel road carrier),12000.0
1522,23010,2022-08-30,19 FT,VG_KA-YN-Harid-Roorkee,ROORKEE,FARRUKHNAGAR,7999.0,,,BABA BANKA ROADLINES,7400.0
1523,23011,2022-08-31,19 FT,VG_KA-YN-Harid-Roorkee,ROORKEE,FARRUKHNAGAR,7999.0,,,VISHAL LOGISTICS,7500.0
1524,25026,2022-08-19,pik up,HONEYWELL,DEHRADUN,NOIDA,,,,VISHAL LOGISTICS,6000.0
1525,25027,2022-08-23,20 FT,HONEYWELL,DEHRADUN,BILASPUR,10844.0,,,JAI AMBEY LOGISTICS SERVICE,9000.0
1526,25028,2022-08-29,pik up,HONEYWELL,DEHRADUN,NOIDA,,,,VISHAL LOGISTICS,6000.0
1527,24237,2022-08-22,19 FT,Concept Pharma,ROORKEE,ZIRAKHPUR,11000.0,291,2022-08-31 00:00:00,VISHAL LOGISTICS,9500.0
1528,24238,2022-08-23,PART,Concept Pharma,ROORKEE,KOLKATA,42000.0,291,2022-08-31 00:00:00,VISHAL LOGISTICS,36000.0
1529,26904,2022-08-31,Champion,Avon_Beauty,Rithala ,Badarpur,1700.0,,,Arun Tempo,1100.0
1530,25615,2022-08-31,22 FT 12 tn,Honeywell Automation (I) Ltd.,Jalandhar,Bilaspur,27112.0,314,2022-08-31 00:00:00,Tera Tera (13-13) Transport Co.,20400.0
1531,27003,2022-08-25,19FT,Ariston_Rithala,Rithala,Noida,7250.0,"0310, 0311",2022-08-31 00:00:00,Jai Shree Durga,4500.0
1532,27004,2022-08-25,19FT,Ariston_Rithala,Rithala,Ambala,11150.0,"0310, 0311",2022-08-31 00:00:00,Jai Kaidar,9000.0
1533,27005,2022-08-25,Tata Ace,Ariston_Rithala,Rithala,Chhatarpur,1550.0,"0310, 0311",2022-08-31 00:00:00,Sunny Tempo,1100.0
1534,27006,2022-08-25,Champion,Ariston_Rithala,Rithala,Chhatarpur,1450.0,"0310, 0311",2022-08-31 00:00:00,Sunny Tempo,1100.0
1535,27007,2022-08-25,Champion,Ariston_Rithala,Rithala,Farrukh Nagar,3900.0,"0310, 0311",2022-08-31 00:00:00,Arun Tempo,2500.0
1536,27008,2022-08-26,14FT,Ariston_Rithala,Rithala,Kanpur,19000.0,,,Jai Kaidar,16000.0
1537,27009,2022-08-26,407,Ariston_Rithala,Rithala,Meerut,9200.0,"0310, 0311",2022-08-31 00:00:00,Jai Shree Durga,4500.0
1538,27010,2022-08-26,Champion,Ariston_Rithala,Rithala,Alipur,1450.0,"0310, 0311",2022-08-31 00:00:00,Sant kumar,1100.0
1539,27011,2022-08-26,Tata Ace,Ariston_Rithala,Rithala,Shakarpur,1550.0,"0310, 0311",2022-08-31 00:00:00,Rama Tpt.,1100.0
1540,27012,2022-08-26,14FT,Ariston_Rithala,Rithala,Mandoli,3500.0,"0310, 0311",2022-08-31 00:00:00,Jai Shree Durga,2300.0
1541,27013,2022-08-26,407,Ariston_Rithala,Rithala,Dahradun,11500.0,"0310, 0311",2022-08-31 00:00:00,Jai Shree Durga,8000.0
1542,27014,2022-08-26,19FT,Ariston_Rithala,Rithala,Ambala,11150.0,"0310, 0311",2022-08-31 00:00:00,Arun Tempo,9500.0
1543,27015,2022-08-26,Champion,Ariston_Rithala,Rithala,Faridabad,3250.0,,,Sunny Tempo,2200.0
1544,27016,2022-08-26,14FT,Ariston_Rithala,Rithala,Gurgaon,4800.0,"0310, 0311",2022-08-31 00:00:00,Mainpal Tempo,3500.0
1545,27017,2022-08-26,Champion,Ariston_Rithala,Rithala,Chhatarpur,1450.0,"0310, 0311",2022-08-31 00:00:00,Sunny Tempo,1100.0
1546,27018,2022-08-26,Champion,Ariston_Rithala,Rithala,Chhatarpur,1450.0,"0310, 0311",2022-08-31 00:00:00,Sunny Tempo,1100.0
1547,27019,2022-08-26,Champion,Ariston_Rithala,Rithala,Sohna,3900.0,"0310, 0311",2022-08-31 00:00:00,Arun Tempo,2600.0
1548,27020,2022-08-26,17FT,Ariston_Rithala,Rithala,Noida,6500.0,"0310, 0311",2022-08-31 00:00:00,Jai Kaidar,4000.0
1549,27021,2022-08-26,19FT,Ariston_Rithala,Rithala,Sri Nagar,62000.0,,,New Haryana Roadways,50000.0
1550,27022,2022-08-27,14FT,Ariston_Rithala,Rithala,Ambala,9500.0,"0310, 0311",2022-08-31 00:00:00,Jai Kaidar,7000.0
1551,27023,2022-08-27,407,Ariston_Rithala,Rithala,Jagat Puri,2950.0,"0310, 0311",2022-08-31 00:00:00,Arun Tempo,2500.0
1552,27024,2022-08-27,19FT,Ariston_Rithala,Rithala,Faridabad,8000.0,,,Satish Tempo,4500.0
1553,27025,2022-08-27,Champion,Ariston_Rithala,Rithala,Shakarpur,1450.0,"0310, 0311",2022-08-31 00:00:00,Sant kumar,1100.0
1554,27026,2022-08-27,Tata Ace,Ariston_Rithala,Rithala,Shakarpur,1550.0,"0310, 0311",2022-08-31 00:00:00,Arun Tempo,1100.0
1555,27027,2022-08-27,Champion,Ariston_Rithala,Rithala,Shakarpur,1450.0,"0310, 0311",2022-08-31 00:00:00,Sunny Tempo,1100.0
1556,27028,2022-08-27,Champion,Ariston_Rithala,Rithala,Shakarpur,1450.0,"0310, 0311",2022-08-31 00:00:00,Sunny Tempo,1100.0
1557,27029,2022-08-27,Champion,Ariston_Rithala,Rithala,Shakarpur,1450.0,"0310, 0311",2022-08-31 00:00:00,Rama Tpt.,1100.0
1558,27030,2022-08-27,14FT,Ariston_Rithala,Rithala,Gurgaon,4800.0,"0310, 0311",2022-08-31 00:00:00,Mainpal Tempo,3500.0
1559,27031,2022-08-27,14FT,Ariston_Rithala,Rithala,Alipur,3500.0,"0310, 0311",2022-08-31 00:00:00,Arun Tempo,2700.0
1560,27032,2022-08-27,Champion,Ariston_Rithala,Rithala,Meerut,5700.0,"0310, 0311",2022-08-31 00:00:00,Rama Tpt.,3700.0
1561,27033,2022-08-27,Tata Ace,Ariston_Rithala,Rithala,Shakarpur,1550.0,"0310, 0311",2022-08-31 00:00:00,Rama Tpt.,1100.0
1562,27034,2022-08-27,Tata Ace,Ariston_Rithala,Rithala,Shakarpur,1550.0,"0310, 0311",2022-08-31 00:00:00,Rama Tpt.,1100.0
1563,27035,2022-08-27,Champion,Ariston_Rithala,Rithala,Shakarpur,1550.0,"0310, 0311",2022-08-31 00:00:00,Sunny Tempo,1100.0
1564,27036,2022-08-27,Tata Ace,Ariston_Rithala,Rithala,Shakarpur,1550.0,"0310, 0311",2022-08-31 00:00:00,Sunny Tempo,1100.0
1565,27037,2022-08-27,Champion,Ariston_Rithala,Rithala,Chhatarpur,1450.0,"0310, 0311",2022-08-31 00:00:00,Arun Tempo,1100.0
1566,27038,2022-08-29,14FT,Ariston_Rithala,Rithala,Gurgaon,4800.0,"0310, 0311",2022-08-31 00:00:00,Mainpal Tempo,3500.0
1567,27039,2022-08-29,14FT,Ariston_Rithala,Rithala,Gurgaon,4800.0,,,Satish Tempo,3500.0
1568,27040,2022-08-29,Champion,Ariston_Rithala,Rithala,Faridabad,2900.0,"0310, 0311",2022-08-31 00:00:00,Rama Tpt.,2200.0
1569,27041,2022-08-29,Champion,Ariston_Rithala,Rithala,Shakarpur,1450.0,"0312, 0313",2022-08-31 00:00:00,Sant kumar,1100.0
1570,27042,2022-08-29,Champion,Ariston_Rithala,Rithala,Preet Vihar,300.0,"0312, 0313",2022-08-31 00:00:00,Sant kumar,200.0
1571,27043,2022-08-29,Champion,Ariston_Rithala,Rithala,Shakarpur,1450.0,"0312, 0313",2022-08-31 00:00:00,Arun Tempo,1100.0
1572,27044,2022-08-29,Champion,Ariston_Rithala,Rithala,Gurgaon,2900.0,"0312, 0313",2022-08-31 00:00:00,Sunny Tempo,2200.0
1573,27045,2022-08-29,Champion,Ariston_Rithala,Rithala,Farrukh Nagar,3900.0,"0312, 0313",2022-08-31 00:00:00,Sunny Tempo,2500.0
1574,27046,2022-08-29,19FT,Ariston_Rithala,Rithala,Amritsar,21500.0,,,Satish Tempo,16500.0
1575,27047,2022-08-29,Champion,Ariston_Rithala,Rithala,Shakarpur,1450.0,"0312, 0313",2022-08-31 00:00:00,Rama Tpt.,1100.0
1576,27048,2022-08-29,Champion,Ariston_Rithala,Rithala,Sohna,3900.0,"0312, 0313",2022-08-31 00:00:00,Arun Tempo,2600.0
1577,27049,2022-08-29,14FT,Ariston_Rithala,Rithala,Gurgaon,4800.0,,,Jai Kaidar,3500.0
1578,27050,2022-08-29,Champion,Ariston_Rithala,Rithala,Chhatarpur,1450.0,"0312, 0313",2022-08-31 00:00:00,Sunny Tempo,1100.0
1579,27051,2022-08-29,Champion,Ariston_Rithala,Rithala,Chhatarpur,1450.0,"0312, 0313",2022-08-31 00:00:00,Arun Tempo,1100.0
1580,27052,2022-08-29,Champion,Ariston_Rithala,Rithala,Chhatarpur,1450.0,"0312, 0313",2022-08-31 00:00:00,Sunny Tempo,1100.0
1581,27053,2022-08-30,M. Pick up,Ariston_Rithala,Rithala,Ghaziabad,4500.0,"0312, 0313",2022-08-31 00:00:00,Jai Shree Durga,2500.0
1582,27054,2022-08-30,14FT,Ariston_Rithala,Rithala,Mandoli,3500.0,"0312, 0313",2022-08-31 00:00:00,Jai Shree Durga,2300.0
1583,27055,2022-08-30,14FT,Ariston_Rithala,Rithala,Jhajjar,5400.0,"0312, 0313",2022-08-31 00:00:00,Jai Kaidar,3800.0
1584,27056,2022-08-30,14FT,Ariston_Rithala,Rithala,Okhla ,3500.0,"0312, 0313",2022-08-31 00:00:00,Jai Kaidar,2300.0
1585,27057,2022-08-30,Tata Ace,Ariston_Rithala,Rithala,Chhatarpur,1550.0,"0312, 0313",2022-08-31 00:00:00,Sunny Tempo,1100.0
1586,27058,2022-08-30,Tata Ace,Ariston_Rithala,Rithala,Chhatarpur,1550.0,"0312, 0313",2022-08-31 00:00:00,Sunny Tempo,1100.0
1587,27059,2022-08-30,Tata Ace,Ariston_Rithala,Rithala,Chhatarpur,1550.0,"0312, 0313",2022-08-31 00:00:00,Sunny Tempo,1100.0
1588,27060,2022-08-30,Tata Ace,Ariston_Rithala,Rithala,Chhatarpur,1550.0,"0312, 0313",2022-08-31 00:00:00,Sunny Tempo,1100.0
1589,25978,2022-08-24,19/20FT,Ariston_G-Noida_Intech Digital,Noida,Rithala,8300.0,316,2022-08-31 00:00:00,Radhey Krishna,7000.0
1590,25979,2022-08-25,32 FT,Ariston_G-Noida_Intech Digital,Noida,Rithala,14500.0,316,2022-08-31 00:00:00,Safeway logistics,11500.0
1591,25980,2022-08-25,32 FT,Ariston_G-Noida_Intech Digital,Noida,Rithala,0.0,316,2022-08-31 00:00:00,Safeway logistics,0.0
1592,25986,2022-08-27,32 FT,Ariston_G-Noida_Intech Digital,Noida,Rithala,14500.0,316,2022-08-31 00:00:00,Tilak Raj Bareja (V Logistics),11500.0
1593,24609,2022-08-29,20FT,Ariston_Kundli_MB Decco,kundli,Rithala,7000.0,315,2022-08-31 00:00:00,Dada Jodha Tpt.,6000.0
1594,25985,2022-08-27,19/20FT,Ariston_G-Noida_Intech Digital,Noida,Rithala,8300.0,316,2022-08-31 00:00:00,MISHRI YADAV,7000.0
1595,19681,2022-08-24,20 FT,Avon_Beauty,SELAKUE,BHIWANDI,46000.0,,,SAMRATHAL LOGISTICS,40000.0
1596,25593,2022-08-01,M.PICKUP,Honeywell,BEHARAMPUR,BILASPUR,,,,MISHRI YADAV,3000.0
1597,26437,2022-08-04,TATA ACE,Dr. Oetker,NOIDA,FARIDABAD,3000.0,317,2022-08-31 00:00:00,MISHRI YADAV,3200.0
1598,26438,2022-08-04,TATA ACE,Dr. Oetker,NOIDA,DELHI,2800.0,317,2022-08-31 00:00:00,MISHRI YADAV,2600.0
1599,26751,2022-08-05,20 FT,Honeywell,G.NOIDA,SELAQUI,,,,MISHRI YADAV,18200.0
1600,26440,2022-08-10,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,317,2022-08-31 00:00:00,MISHRI YADAV,2600.0
1601,26441,2022-08-11,14 FT,Dr. Oetker,NOIDA,JAIPUR,15000.0,317,2022-08-31 00:00:00,MISHRI YADAV,13200.0
1602,26442,2022-08-11,TATA ACE,Dr. Oetker,NOIDA,DEHRADUN,9500.0,317,2022-08-31 00:00:00,MISHRI YADAV,8200.0
1603,26443,2022-08-11,M.PICKUP,Dr. Oetker,NOIDA,ZIRAKPUR,12000.0,317,2022-08-31 00:00:00,MISHRI YADAV,9500.0
1604,26444,2022-08-12,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,317,2022-08-31 00:00:00,MISHRI YADAV,2600.0
1605,26445,2022-08-12,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,317,2022-08-31 00:00:00,MISHRI YADAV,0.0
1606,26446,2022-08-12,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,317,2022-08-31 00:00:00,MISHRI YADAV,0.0
1607,26447,2022-08-12,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,317,2022-08-31 00:00:00,MISHRI YADAV,2600.0
1608,26448,2022-08-12,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,317,2022-08-31 00:00:00,MISHRI YADAV,0.0
1609,26449,2022-08-12,TATA ACE,Dr. Oetker,NOIDA,GHAZIABAD,2200.0,317,2022-08-31 00:00:00,MISHRI YADAV,2500.0
1610,26450,2022-08-12,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,317,2022-08-31 00:00:00,MISHRI YADAV,0.0
1611,25851,2022-08-12,M.PICKUP,Dr. Oetker,NOIDA,FARIDABAD,4800.0,317,2022-08-31 00:00:00,MISHRI YADAV,4000.0
1612,25852,2022-08-12,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,317,2022-08-31 00:00:00,MISHRI YADAV,2600.0
1613,25853,2022-08-12,E.V,Dr. Oetker,NOIDA,NOIDA,,317,2022-08-31 00:00:00,TRUMILES,0.0
1614,25060,2022-08-13,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,317,2022-08-31 00:00:00,MISHRI YADAV,2600.0
1615,25061,2022-08-13,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,317,2022-08-31 00:00:00,MISHRI YADAV,2600.0
1616,25062,2022-08-13,TATA ACE,Dr. Oetker,NOIDA,DELHI,0.0,317,2022-08-31 00:00:00,MISHRI YADAV,0.0
1617,25063,2022-08-13,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,317,2022-08-31 00:00:00,MISHRI YADAV,2600.0
1618,25065,2022-08-13,TATA ACE,Dr. Oetker,NOIDA,DELHI,,317,2022-08-31 00:00:00,MISHRI YADAV,0.0
1619,25064,2022-08-13,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,317,2022-08-31 00:00:00,MISHRI YADAV,3500.0
1620,25068,2022-08-13,TATA ACE,Dr. Oetker,NOIDA,FARIDABAD,0.0,317,2022-08-31 00:00:00,MISHRI YADAV,0.0
1621,25066,2022-08-13,TATA ACE,Dr. Oetker,NOIDA,GHAZIABAD,,317,2022-08-31 00:00:00,MISHRI YADAV,2600.0
1622,25067,2022-08-13,TATA ACE,Dr. Oetker,NOIDA,DELHI,3000.0,317,2022-08-31 00:00:00,MISHRI YADAV,0.0
1623,25069,2022-08-13,E.V,Dr. Oetker,NOIDA,NOIDA,,317,2022-08-31 00:00:00,MISHRI YADAV,0.0
1624,25070,2022-08-16,20 FT,Dr. Oetker,NOIDA,BHIWADI,9500.0,318,2022-08-31 00:00:00,MISHRI YADAV,8500.0
